2,3.62037291
2.018447297,3.62186213
2.036416819,3.626291219
2.053443165,3.633545467
2.06908536,3.643436992
2.082938281,3.655709609
2.094643145,3.670045464
2.1038968,3.686073265
2.110459583,3.703377902
2.114161521,3.721511192
2.114906735,3.740003493
2.112675925,3.758375865
2.107526868,3.776152472
2.099592921,3.79287291
2.089079571,3.808104128
2.076259106,3.821451646
2.06146357,3.83256977
2.04507616,3.841170546
2.027521301,3.847031219
2.009253655,3.85
1.990746345,3.85
1.972478699,3.847031219
1.95492384,3.841170546
1.93853643,3.83256977
1.923740894,3.821451646
1.910920429,3.808104128
1.900407079,3.79287291
1.892473132,3.776152472
1.887324075,3.758375865
1.885093265,3.740003493
1.885838479,3.721511192
1.889540417,3.703377902
1.8961032,3.686073265
1.905356855,3.670045464
1.917061719,3.655709609
1.93091464,3.643436992
1.946556835,3.633545467
1.963583181,3.626291219
1.981552703,3.62186213
2,3.62037291
1.98,3.77037291
2.02,3.77037291
2,3.59037291
2,2.93037291
2.024983563,2.908578038
2.048652202,2.886783166
2.071005917,2.864988295
2.092044707,2.843193423
2.111768573,2.821398551
2.130177515,2.799603679
2.147271532,2.777808807
2.163050625,2.756013936
2.177514793,2.734219064
2.190664037,2.712424192
2.202498356,2.69062932
2.213017751,2.668834448
2.222222222,2.647039577
2.230111769,2.625244705
2.236686391,2.603449833
2.241946088,2.581654961
2.245890861,2.559860089
2.24852071,2.538065218
2.249835634,2.516270346
2.249835634,2.494475474
2.24852071,2.472680602
2.245890861,2.450885731
2.241946088,2.429090859
2.236686391,2.407295987
2.230111769,2.385501115
2.222222222,2.363706243
2.213017751,2.341911372
2.202498356,2.3201165
2.190664037,2.298321628
2.177514793,2.276526756
2.163050625,2.254731884
2.147271532,2.232937013
2.130177515,2.211142141
2.111768573,2.189347269
2.092044707,2.167552397
2.071005917,2.145757525
2.048652202,2.123962654
2.024983563,2.102167782
2,2.08037291
1.975,1.88037291
2,1.58037291
2.018447297,1.58186213
2.036416819,1.586291219
2.053443165,1.593545467
2.06908536,1.603436992
2.082938281,1.615709609
2.094643145,1.630045464
2.1038968,1.646073265
2.110459583,1.663377902
2.114161521,1.681511192
2.114906735,1.700003493
2.112675925,1.718375865
2.107526868,1.736152472
2.099592921,1.75287291
2.089079571,1.768104128
2.076259106,1.781451646
2.06146357,1.79256977
2.04507616,1.801170546
2.027521301,1.807031219
2.009253655,1.81
1.990746345,1.81
1.972478699,1.807031219
1.95492384,1.801170546
1.93853643,1.79256977
1.923740894,1.781451646
1.910920429,1.768104128
1.900407079,1.75287291
1.892473132,1.736152472
1.887324075,1.718375865
1.885093265,1.700003493
1.885838479,1.681511192
1.889540417,1.663377902
1.8961032,1.646073265
1.905356855,1.630045464
1.917061719,1.615709609
1.93091464,1.603436992
1.946556835,1.593545467
1.963583181,1.586291219
1.98,1.58186213
1.92,1.72037291
2.1,1.72037291
2,1.62037291
2,1.32037291
2.33,0.92037291
1.9,0.52037291
2,0.32037291
